metric,application,reference,absolute_difference,status
case_13.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_13.mixed_incomplete.df2,12.0,12.0,0.0,PASS
case_13.mixed_incomplete.icc,0.925023428488014,0.9250234062181888,2.2269825206144844e-08,PASS
case_13.mixed_incomplete.p,8.754537200986558e-06,8.754539014277363e-06,1.8132908047400207e-12,PASS
case_13.mixed_incomplete.statistic,35.79385050838164,35.79384906562978,1.4427518593151945e-06,PASS
case_13.normality.dagostino.p,0.7137700662293476,0.7137700662293478,2.220446049250313e-16,PASS
case_13.normality.dagostino.reject_0_05,0.0,0.0,0.0,PASS
case_13.normality.dagostino.statistic,0.6743888092013224,0.6743888092013217,6.661338147750939e-16,PASS
case_13.normality.shapiro.p,0.5531643825935701,0.5440898980474502,0.00907448454611992,PASS
case_13.normality.shapiro.reject_0_05,0.0,0.0,0.0,PASS
case_13.normality.shapiro.statistic,0.9705078797120662,0.9701791882119405,0.0003286915001257107,PASS
case_13.one_way.df1,2.0,2.0,0.0,PASS
case_13.one_way.df2,17.0,17.0,0.0,PASS
case_13.one_way.p,0.6415387497802902,0.6415387497802971,6.8833827526759706e-15,PASS
case_13.one_way.statistic,0.4556803737037693,0.45568037370376807,1.2212453270876722e-15,PASS
case_13.paired_t.df,5.0,5.0,0.0,PASS
case_13.paired_t.p,0.04627901946666573,0.046279019466676105,1.0373646386341306e-14,PASS
case_13.paired_t.statistic,2.634547510639373,2.634547510639373,0.0,PASS
case_13.pearson.df,9.0,9.0,0.0,PASS
case_13.pearson.p,3.0346541840507494e-05,3.03465418405073e-05,1.9312351197398048e-19,PASS
case_13.pearson.statistic,0.9315990018779021,0.9315990018779022,1.1102230246251565e-16,PASS
case_13.spearman.df,9.0,9.0,0.0,PASS
case_13.spearman.p,0.0002377931409748385,0.00023779314097484357,5.068645156369733e-18,PASS
case_13.spearman.statistic,0.8904453095954684,0.8904453095954685,1.1102230246251565e-16,PASS
case_13.two_way.factor_a.F,74.7246323178351,74.72463231783523,1.2789769243681803e-13,PASS
case_13.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_13.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_13.two_way.factor_a.p,7.993562070287213e-08,7.99356207028711e-08,1.0323214044661785e-21,PASS
case_13.two_way.factor_b.F,14.904812121146069,14.904812121146072,3.552713678800501e-15,PASS
case_13.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_13.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_13.two_way.factor_b.p,0.00015198984510987314,0.00015198984510987273,4.0657581468206416e-19,PASS
case_13.two_way.interaction.F,2.004505806139493,2.0045058061394734,1.9539925233402755e-14,PASS
case_13.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_13.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_13.two_way.interaction.p,0.16369962703023883,0.163699627030241,2.1649348980190553e-15,PASS
case_13.welch_one_way.df1,2.0,2.0,0.0,PASS
case_13.welch_one_way.df2,8.9,8.9,0.0,PASS
case_13.welch_one_way.p,0.68547885576106,0.6854788557610607,6.661338147750939e-16,PASS
case_13.welch_one_way.statistic,0.3941731314661309,0.3941731314661309,0.0,PASS
case_13.welch_t.df,9.1,9.1,0.0,PASS
case_13.welch_t.p,0.9271163406689034,0.9271163406689005,2.886579864025407e-15,PASS
case_13.welch_t.statistic,0.09404568498054439,0.09404568498054437,1.3877787807814457e-17,PASS
case_13.wilcoxon.p,0.10564542920189801,0.10564542920187692,2.1094237467877974e-14,PASS
case_13.wilcoxon.statistic,1.0,1.0,0.0,PASS
case_14.friedman.df,2.0,2.0,0.0,PASS
case_14.friedman.p,0.00012340980408664937,0.00012340980408667956,3.01950305037213e-17,PASS
case_14.friedman.statistic,18.0,18.0,0.0,PASS
case_14.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_14.kruskal_wallis.p,0.427547690118816,0.4275476901187898,2.6201263381153694e-14,PASS
case_14.kruskal_wallis.statistic,1.6993788819875846,1.6993788819875704,1.4210854715202004e-14,PASS
case_14.mann_whitney.p,0.356552337767269,0.3565523377672604,8.604228440844963e-15,PASS
case_14.mann_whitney.statistic,21.0,21.0,0.0,PASS
case_14.mixed.df1,2.0,2.0,0.0,PASS
case_14.mixed.df2,18.0,18.0,0.0,PASS
case_14.mixed.icc,0.9133497524974604,0.9133497720911078,1.9593647371252132e-08,PASS
case_14.mixed.p,1.3008336915125254e-11,1.3008261134928034e-11,7.578019722033874e-17,PASS
case_14.mixed.statistic,136.8053377175123,136.80534014279942,2.425287135565668e-06,PASS
case_14.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_14.mixed_incomplete.df2,14.0,14.0,0.0,PASS
case_14.mixed_incomplete.icc,0.9040735055101207,0.904073503124887,2.3852336772378635e-09,PASS
case_14.mixed_incomplete.p,4.926802128694048e-09,4.9268029655991086e-09,8.369050603307644e-16,PASS
case_14.mixed_incomplete.statistic,100.61540671892067,100.61540399283663,2.7260840340659342e-06,PASS
case_14.normality.dagostino.p,0.006985584168919527,0.006985584168919559,3.209238430557093e-17,PASS
case_14.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_14.normality.dagostino.statistic,9.927813315712264,9.927813315712253,1.0658141036401503e-14,PASS
case_14.normality.shapiro.p,0.0021764021632934842,0.0021665567617740575,9.845401519426727e-06,PASS
case_14.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_14.normality.shapiro.statistic,0.8750676359558225,0.8749805285065648,8.710744925766178e-05,PASS
case_14.one_way.df1,2.0,2.0,0.0,PASS
case_14.one_way.df2,20.0,20.0,0.0,PASS
case_14.one_way.p,0.3311195562234224,0.3311195562234214,9.992007221626409e-16,PASS
case_14.one_way.statistic,1.1686714867063546,1.1686714867063532,1.3322676295501878e-15,PASS
case_14.paired_t.df,6.0,6.0,0.0,PASS
case_14.paired_t.p,0.0045190429044141426,0.004519042904414139,3.469446951953614e-18,PASS
case_14.paired_t.statistic,4.410065333886973,4.4100653338869735,8.881784197001252e-16,PASS
case_14.pearson.df,10.0,10.0,0.0,PASS
case_14.pearson.p,3.693863084592428e-06,3.693863084592486e-06,5.802175688691957e-20,PASS
case_14.pearson.statistic,-0.944750359326802,-0.944750359326802,0.0,PASS
case_14.spearman.df,10.0,10.0,0.0,PASS
case_14.spearman.p,2.362081339708333e-05,2.362081339708308e-05,2.507217523872729e-19,PASS
case_14.spearman.statistic,-0.9192233868126569,-0.919223386812657,1.1102230246251565e-16,PASS
case_14.two_way.factor_a.F,223.68659104859154,223.68659104859165,1.1368683772161603e-13,PASS
case_14.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_14.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_14.two_way.factor_a.p,1.3537201979298583e-11,1.353720197929853e-11,5.331437541845686e-26,PASS
case_14.two_way.factor_b.F,64.92332176505629,64.9233217650563,1.4210854715202004e-14,PASS
case_14.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_14.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_14.two_way.factor_b.p,5.876913801188117e-09,5.876913801188091e-09,2.5642598989143858e-23,PASS
case_14.two_way.interaction.F,9.949522002852733,9.949522002852714,1.9539925233402755e-14,PASS
case_14.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_14.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_14.two_way.interaction.p,0.0012296973857023048,0.001229697385702313,8.239936510889834e-18,PASS
case_14.welch_one_way.df1,2.0,2.0,0.0,PASS
case_14.welch_one_way.df2,11.8,11.8,0.0,PASS
case_14.welch_one_way.p,0.1333035744979513,0.1333035744979516,3.0531133177191805e-16,PASS
case_14.welch_one_way.statistic,2.403603012307753,2.4036030123077428,1.021405182655144e-14,PASS
case_14.welch_t.df,12.3,12.3,0.0,PASS
case_14.welch_t.p,0.09999453987672943,0.09999453987680886,7.942257962412214e-14,PASS
case_14.welch_t.statistic,-1.778137573527347,-1.778137573527343,3.9968028886505635e-15,PASS
case_14.wilcoxon.p,0.022494271222435414,0.022494271222449624,1.4210854715202004e-14,PASS
case_14.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_15.friedman.df,2.0,2.0,0.0,PASS
case_15.friedman.p,4.539992976249074e-05,4.5399929762484854e-05,5.888573049311896e-18,PASS
case_15.friedman.statistic,20.0,20.0,0.0,PASS
case_15.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_15.kruskal_wallis.p,0.05073737619265151,0.05073737619265128,2.2898349882893854e-16,PASS
case_15.kruskal_wallis.statistic,5.962184873949575,5.962184873949582,7.105427357601002e-15,PASS
case_15.mann_whitney.p,0.10041249398613772,0.10041249398610284,3.487488076103773e-14,PASS
case_15.mann_whitney.statistic,9.0,9.0,0.0,PASS
case_15.mixed.df1,2.0,2.0,0.0,PASS
case_15.mixed.df2,20.0,20.0,0.0,PASS
case_15.mixed.icc,0.9290541429274062,0.929054151818093,8.890686853391117e-09,PASS
case_15.mixed.p,2.264327887439757e-15,2.220446049250313e-15,4.388183818944382e-17,PASS
case_15.mixed.statistic,281.41108538091527,281.4110789004299,6.480485353677068e-06,PASS
case_15.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_15.mixed_incomplete.df2,15.0,15.0,0.0,PASS
case_15.mixed_incomplete.icc,0.9329018338734576,0.9329018340843211,2.1086354884403136e-10,PASS
case_15.mixed_incomplete.p,5.540815406077985e-12,5.540790048996769e-12,2.5357081216244262e-17,PASS
case_15.mixed_incomplete.statistic,230.1392132132163,230.1392038590045,9.354211783829669e-06,PASS
case_15.normality.dagostino.p,4.478081453933875e-25,4.478081453932806e-25,1.0689651752790177e-37,PASS
case_15.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_15.normality.dagostino.statistic,112.13086523407578,112.13086523407627,4.831690603168681e-13,PASS
case_15.normality.shapiro.p,1.690448908251875e-05,1.6488697121450994e-05,4.157919610677553e-07,PASS
case_15.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_15.normality.shapiro.statistic,0.7663188438238168,0.7656735849665017,0.0006452588573150342,PASS
case_15.one_way.df1,2.0,2.0,0.0,PASS
case_15.one_way.df2,14.0,14.0,0.0,PASS
case_15.one_way.p,0.03306917093497775,0.03306917093497756,1.8735013540549517e-16,PASS
case_15.one_way.statistic,4.392236602915157,4.3922366029151645,7.105427357601002e-15,PASS
case_15.paired_t.df,7.0,7.0,0.0,PASS
case_15.paired_t.p,0.0002495968492612035,0.00024959684926120334,1.6263032587282567e-19,PASS
case_15.paired_t.statistic,6.815814430501975,6.815814430501975,0.0,PASS
case_15.pearson.df,11.0,11.0,0.0,PASS
case_15.pearson.p,1.3027280186498543e-06,1.302728018649871e-06,1.6728900708272432e-20,PASS
case_15.pearson.statistic,0.9435297078650512,0.9435297078650512,0.0,PASS
case_15.spearman.df,11.0,11.0,0.0,PASS
case_15.spearman.p,8.123238656122066e-06,8.123238656121981e-06,8.470329472543003e-20,PASS
case_15.spearman.statistic,0.9205882924931855,0.9205882924931856,1.1102230246251565e-16,PASS
case_15.two_way.factor_a.F,108.89525387106347,108.89525387106323,2.4158453015843406e-13,PASS
case_15.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_15.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_15.two_way.factor_a.p,4.617553988977294e-09,4.6175539889774714e-09,1.7701665108634792e-22,PASS
case_15.two_way.factor_b.F,32.73850176130157,32.73850176130145,1.2079226507921703e-13,PASS
case_15.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_15.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_15.two_way.factor_b.p,1.0077455386207764e-06,1.0077455386207997e-06,2.329340604949326e-20,PASS
case_15.two_way.interaction.F,0.0375084165366046,0.0375084165366034,1.1934897514720433e-15,PASS
case_15.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_15.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_15.two_way.interaction.p,0.9632613881179753,0.9632613881179772,1.887379141862766e-15,PASS
case_15.welch_one_way.df1,2.0,2.0,0.0,PASS
case_15.welch_one_way.df2,6.2,6.2,0.0,PASS
case_15.welch_one_way.p,0.06408848041989137,0.06408848041989137,0.0,PASS
case_15.welch_one_way.statistic,4.407508412745908,4.407508412745907,8.881784197001252e-16,PASS
case_15.welch_t.df,7.2,7.2,0.0,PASS
case_15.welch_t.p,0.06979450756081733,0.06979450756082022,2.886579864025407e-15,PASS
case_15.welch_t.statistic,-2.130435365384673,-2.130435365384673,0.0,PASS
case_15.wilcoxon.p,0.014266186701436423,0.014266186701446859,1.0436096431476471e-14,PASS
case_15.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_16.friedman.df,2.0,2.0,0.0,PASS
case_16.friedman.p,0.0024787521766663767,0.0024787521766663585,1.8214596497756474e-17,PASS
case_16.friedman.statistic,12.0,12.0,0.0,PASS
case_16.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_16.kruskal_wallis.p,0.6024903240168442,0.6024903240168343,9.880984919163893e-15,PASS
case_16.kruskal_wallis.statistic,1.0133673469387787,1.0133673469387645,1.4210854715202004e-14,PASS
case_16.mann_whitney.p,0.9538571530616036,0.9538571530616036,0.0,PASS
case_16.mann_whitney.statistic,27.0,27.0,0.0,PASS
case_16.mixed.df1,2.0,2.0,0.0,PASS
case_16.mixed.df2,12.0,12.0,0.0,PASS
case_16.mixed.icc,0.8731614201919887,0.8731614338309097,1.3638920992598003e-08,PASS
case_16.mixed.p,2.984492156386254e-06,2.984492506685754e-06,3.5029950004955243e-13,PASS
case_16.mixed.statistic,44.00416467557838,44.004163697542545,9.780358354305463e-07,PASS
case_16.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_16.mixed_incomplete.df2,9.0,9.0,0.0,PASS
case_16.mixed_incomplete.icc,0.8599492547867337,0.8599492415629527,1.3223780959137343e-08,PASS
case_16.mixed_incomplete.p,0.00013836043610844815,0.00013836047496829096,3.8859842806712036e-11,PASS
case_16.mixed_incomplete.statistic,27.91644756800461,27.91644554478898,2.0232156288102487e-06,PASS
case_16.normality.dagostino.p,0.11328149456016412,0.11328149456016408,4.163336342344337e-17,PASS
case_16.normality.dagostino.reject_0_05,0.0,0.0,0.0,PASS
case_16.normality.dagostino.statistic,4.355758911238976,4.355758911238976,0.0,PASS
case_16.normality.shapiro.p,0.19186086824925538,0.18611867666141751,0.005742191587837869,PASS
case_16.normality.shapiro.reject_0_05,0.0,0.0,0.0,PASS
case_16.normality.shapiro.statistic,0.9520561012204634,0.9515612856205261,0.0004948155999372483,PASS
case_16.one_way.df1,2.0,2.0,0.0,PASS
case_16.one_way.df2,17.0,17.0,0.0,PASS
case_16.one_way.p,0.7757791635527201,0.775779163552722,1.887379141862766e-15,PASS
case_16.one_way.statistic,0.25771711173699396,0.25771711173699224,1.7208456881689926e-15,PASS
case_16.paired_t.df,8.0,8.0,0.0,PASS
case_16.paired_t.p,0.0003890803858912474,0.0003890803858912529,5.5294310796760726e-18,PASS
case_16.paired_t.statistic,5.83560342036909,5.83560342036909,0.0,PASS
case_16.pearson.df,7.0,7.0,0.0,PASS
case_16.pearson.p,0.0004419899306453367,0.00044198993064534394,7.209944447028604e-18,PASS
case_16.pearson.statistic,-0.919928234214916,-0.9199282342149157,3.3306690738754696e-16,PASS
case_16.spearman.df,7.0,7.0,0.0,PASS
case_16.spearman.p,0.0033776306131127172,0.0033776306131127467,2.949029909160572e-17,PASS
case_16.spearman.statistic,-0.8540851193524696,-0.8540851193524696,0.0,PASS
case_16.two_way.factor_a.F,310.35485621559013,310.3548562155885,1.6484591469634324e-12,PASS
case_16.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_16.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_16.two_way.factor_a.p,8.504086364524631e-13,8.504086364525006e-13,3.746142666713541e-26,PASS
case_16.two_way.factor_b.F,84.00823226199132,84.00823226199081,5.115907697472721e-13,PASS
case_16.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_16.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_16.two_way.factor_b.p,7.438580609339907e-10,7.438580609340279e-10,3.7223127564886245e-23,PASS
case_16.two_way.interaction.F,8.261647881684949,8.261647881684981,3.197442310920451e-14,PASS
case_16.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_16.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_16.two_way.interaction.p,0.002847359515092558,0.0028473595150925075,5.0306980803327406e-17,PASS
case_16.welch_one_way.df1,2.0,2.0,0.0,PASS
case_16.welch_one_way.df2,8.7,8.7,0.0,PASS
case_16.welch_one_way.p,0.8408480281655719,0.8408480281655731,1.2212453270876722e-15,PASS
case_16.welch_one_way.statistic,0.1768319233681639,0.17683192336816225,1.6375789613221059e-15,PASS
case_16.welch_t.df,9.8,9.8,0.0,PASS
case_16.welch_t.p,0.8657150085109914,0.8657150085109921,7.771561172376096e-16,PASS
case_16.welch_t.statistic,-0.17360937057944983,-0.17360937057945228,2.4424906541753444e-15,PASS
case_16.wilcoxon.p,0.014266186701436423,0.014266186701446859,1.0436096431476471e-14,PASS
case_16.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_17.friedman.df,2.0,2.0,0.0,PASS
case_17.friedman.p,0.001138802761345814,0.0011388027613457887,2.5370330836160804e-17,PASS
case_17.friedman.statistic,13.555555555555554,13.555555555555555,1.7763568394002505e-15,PASS
case_17.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_17.kruskal_wallis.p,0.6588648545241895,0.658864854524191,1.4432899320127035e-15,PASS
case_17.kruskal_wallis.statistic,0.8344736842105291,0.834473684210522,7.105427357601002e-15,PASS
case_17.mann_whitney.p,0.6084078002330013,0.6084078002329985,2.886579864025407e-15,PASS
case_17.mann_whitney.statistic,16.0,16.0,0.0,PASS
case_17.mixed.df1,2.0,2.0,0.0,PASS
case_17.mixed.df2,14.0,14.0,0.0,PASS
case_17.mixed.icc,0.9263407546872267,0.9263407638355738,9.148347190901518e-09,PASS
case_17.mixed.p,2.1059444679416435e-09,2.1059448629401345e-09,3.949984910176051e-16,PASS
case_17.mixed.statistic,114.50821013659217,114.50820674200679,3.394585377236581e-06,PASS
case_17.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_17.mixed_incomplete.df2,11.0,11.0,0.0,PASS
case_17.mixed_incomplete.icc,0.9247418559543117,0.9247418646457372,8.691425468221325e-09,PASS
case_17.mixed_incomplete.p,2.1319071764988055e-07,2.1319074239301017e-07,2.4743129620256833e-14,PASS
case_17.mixed_incomplete.statistic,84.30776929239971,84.30776739433247,1.8980672393809073e-06,PASS
case_17.normality.dagostino.p,0.005403763057298825,0.005403763057298805,1.9949319973733282e-17,PASS
case_17.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_17.normality.dagostino.statistic,10.44131941129013,10.441319411290138,7.105427357601002e-15,PASS
case_17.normality.shapiro.p,0.0022005343543300246,0.002195089524588808,5.444829741216555e-06,PASS
case_17.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_17.normality.shapiro.statistic,0.8752793911098011,0.8752318296532056,4.756145659556843e-05,PASS
case_17.one_way.df1,2.0,2.0,0.0,PASS
case_17.one_way.df2,16.0,16.0,0.0,PASS
case_17.one_way.p,0.36708253268586,0.36708253268585755,2.4424906541753444e-15,PASS
case_17.one_way.statistic,1.0676452710677962,1.0676452710678037,7.549516567451064e-15,PASS
case_17.paired_t.df,9.0,9.0,0.0,PASS
case_17.paired_t.p,0.0031779398244978227,0.003177939824497834,1.1275702593849246e-17,PASS
case_17.paired_t.statistic,3.985776328205968,3.985776328205968,0.0,PASS
case_17.pearson.df,8.0,8.0,0.0,PASS
case_17.pearson.p,2.509510288922581e-05,2.5095102889225964e-05,1.5246593050577406e-19,PASS
case_17.pearson.statistic,0.9503195981411676,0.9503195981411677,1.1102230246251565e-16,PASS
case_17.spearman.df,8.0,8.0,0.0,PASS
case_17.spearman.p,4.355355812008872e-05,4.3553558120089e-05,2.778268066994105e-19,PASS
case_17.spearman.statistic,0.9428473041596073,0.9428473041596072,1.1102230246251565e-16,PASS
case_17.two_way.factor_a.F,139.00585940685082,139.00585940685042,3.979039320256561e-13,PASS
case_17.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_17.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_17.two_way.factor_a.p,6.701220031502e-10,6.701220031502168e-10,1.685380498076794e-23,PASS
case_17.two_way.factor_b.F,32.67584952265006,32.67584952264997,9.237055564881302e-14,PASS
case_17.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_17.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_17.two_way.factor_b.p,1.0214625143473054e-06,1.021462514347326e-06,2.0540548970916783e-20,PASS
case_17.two_way.interaction.F,2.5601792051192085,2.5601792051191863,2.220446049250313e-14,PASS
case_17.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_17.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_17.two_way.interaction.p,0.10507550503829514,0.10507550503829667,1.5265566588595902e-15,PASS
case_17.welch_one_way.df1,2.0,2.0,0.0,PASS
case_17.welch_one_way.df2,8.7,8.7,0.0,PASS
case_17.welch_one_way.p,0.16466012897489507,0.16466012897489393,1.1379786002407855e-15,PASS
case_17.welch_one_way.statistic,2.2336222795196985,2.2336222795197096,1.1102230246251565e-14,PASS
case_17.welch_t.df,8.3,8.3,0.0,PASS
case_17.welch_t.p,0.16339879840729676,0.16339879840728652,1.0241807402167069e-14,PASS
case_17.welch_t.statistic,-1.5292542802326607,-1.5292542802326607,0.0,PASS
case_17.wilcoxon.p,0.010826921277125257,0.010826921277131252,5.995204332975845e-15,PASS
case_17.wilcoxon.statistic,2.0,2.0,0.0,PASS
case_18.friedman.df,2.0,2.0,0.0,PASS
case_18.friedman.p,0.00033546262790251635,0.00033546262790251185,4.4994390158148434e-18,PASS
case_18.friedman.statistic,16.0,16.0,0.0,PASS
case_18.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_18.kruskal_wallis.p,0.01106829855510072,0.011068298555100642,7.806255641895632e-17,PASS
case_18.kruskal_wallis.statistic,9.007340485601347,9.007340485601361,1.4210854715202004e-14,PASS
case_18.mann_whitney.p,0.051829927217859284,0.05182992721790965,5.036943084846257e-14,PASS
case_18.mann_whitney.statistic,10.0,10.0,0.0,PASS
case_18.mixed.df1,2.0,2.0,0.0,PASS
case_18.mixed.df2,16.0,16.0,0.0,PASS
case_18.mixed.icc,0.9206418582770661,0.9206418682794617,1.0002395578467826e-08,PASS
case_18.mixed.p,5.638600868833467e-12,5.638600697466245e-12,1.7136722156790598e-19,PASS
case_18.mixed.statistic,195.79502023905482,195.79502628232666,6.04327183850728e-06,PASS
case_18.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_18.mixed_incomplete.df2,13.0,13.0,0.0,PASS
case_18.mixed_incomplete.icc,0.9182650155950166,0.9182650110787055,4.5163111028756475e-09,PASS
case_18.mixed_incomplete.p,8.153981273986251e-10,8.153980823877305e-10,4.5010894582717975e-17,PASS
case_18.mixed_incomplete.statistic,156.11633563430004,156.1163366729706,1.038670546904541e-06,PASS
case_18.normality.dagostino.p,1.3862021944119221e-24,1.3862021944119221e-24,0.0,PASS
case_18.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_18.normality.dagostino.statistic,109.8709489166305,109.8709489166305,0.0,PASS
case_18.normality.shapiro.p,1.8275330934193938e-05,1.78248687428101e-05,4.504621913838397e-07,PASS
case_18.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_18.normality.shapiro.statistic,0.7683328122342385,0.7676892188965951,0.0006435933376434111,PASS
case_18.one_way.df1,2.0,2.0,0.0,PASS
case_18.one_way.df2,19.0,19.0,0.0,PASS
case_18.one_way.p,0.006443380400668098,0.006443380400667965,1.3270634591222574e-16,PASS
case_18.one_way.statistic,6.656348341138518,6.656348341138551,3.2862601528904634e-14,PASS
case_18.paired_t.df,10.0,10.0,0.0,PASS
case_18.paired_t.p,0.00042465213727973204,0.0004246521372797318,2.168404344971009e-19,PASS
case_18.paired_t.statistic,5.16093390791868,5.16093390791868,0.0,PASS
case_18.pearson.df,9.0,9.0,0.0,PASS
case_18.pearson.p,3.531016736374317e-05,3.5310167363743245e-05,7.453889935837843e-20,PASS
case_18.pearson.statistic,-0.9292017281221213,-0.9292017281221213,0.0,PASS
case_18.spearman.df,9.0,9.0,0.0,PASS
case_18.spearman.p,0.00011351831415992543,0.00011351831415992613,7.047314121155779e-19,PASS
case_18.spearman.statistic,-0.90757082626995,-0.90757082626995,0.0,PASS
case_18.two_way.factor_a.F,262.86772314757553,262.8677231475778,2.2737367544323206e-12,PASS
case_18.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_18.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_18.two_way.factor_a.p,3.484316673847059e-12,3.484316673846801e-12,2.5768614785587483e-25,PASS
case_18.two_way.factor_b.F,69.74006559989878,69.74006559989934,5.542233338928781e-13,PASS
case_18.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_18.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_18.two_way.factor_b.p,3.3298190569099816e-09,3.329819056909769e-09,2.125854174261281e-22,PASS
case_18.two_way.interaction.F,1.5541577410368188,1.5541577410368537,3.4861002973229915e-14,PASS
case_18.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_18.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_18.two_way.interaction.p,0.2384351930975216,0.23843519309752284,1.2490009027033011e-15,PASS
case_18.welch_one_way.df1,2.0,2.0,0.0,PASS
case_18.welch_one_way.df2,11.6,11.6,0.0,PASS
case_18.welch_one_way.p,0.002760368440557905,0.0027603684405578784,2.6454533008646308e-17,PASS
case_18.welch_one_way.statistic,10.234361516965823,10.234361516965846,2.3092638912203256e-14,PASS
case_18.welch_t.df,11.8,11.8,0.0,PASS
case_18.welch_t.p,0.010236631855788951,0.010236631855791888,2.9368868448287344e-15,PASS
case_18.welch_t.statistic,-3.0508709663135254,-3.0508709663135254,0.0,PASS
case_18.wilcoxon.p,0.0038572928299416276,0.0038572928299425158,8.881784197001252e-16,PASS
case_18.wilcoxon.statistic,0.0,0.0,0.0,PASS
